File;Step;Nome;Emotion;pitAve;pitDir;pitDyn;pitJit;intAve;intDyn;intJit;spcSlo;spcJit
09b02Wc;Unique;136;Ang;11.192;-0.414;46.202;300.480;77.258;118.065;118.249;-19.116;246.756
09b02Wd;Unique;137;Ang;16.032;0.595;36.771;107.003;71.352;124.548;130.062;-11.868;275.400
09b03Ed;Unique;138;Dis;14.626;-1.164;59.176;251.425;74.483;122.211;112.716;-20.646;312.012
09b03Ed;Unique;138;Dis;14.626;-1.164;59.176;251.425;74.483;122.211;112.716;-20.646;312.012
09b03Fa;Unique;139;Hap;21.166;-0.189;67.354;345.472;68.538;184.095;178.252;-13.461;336.423
09b03Fa;Unique;139;Hap;21.166;-0.189;67.354;345.472;68.538;184.095;178.252;-13.461;336.423
09b03Fd;Unique;140;Hap;18.499;-0.319;54.182;185.209;73.997;147.168;141.792;-14.698;299.873
09b03Fd;Unique;140;Hap;18.499;-0.319;54.182;185.209;73.997;147.168;141.792;-14.698;299.873
09b03Lb;Unique;141;Bor;7.922;-0.144;33.215;190.102;76.385;76.344;65.767;-22.046;241.436
09b03Lb;Unique;141;Bor;7.922;-0.144;33.215;190.102;76.385;76.344;65.767;-22.046;241.436
09b03Nb;Unique;142;Neu;8.748;-0.713;29.414;223.319;78.695;97.175;80.754;-24.616;251.409
09b03Nb;Unique;142;Neu;8.748;-0.713;29.414;223.319;78.695;97.175;80.754;-24.616;251.409
09b03Ta;Unique;143;Sad;6.990;-0.259;37.712;212.092;83.928;59.418;69.557;-26.076;293.530
09b03Ta;Unique;143;Sad;6.990;-0.259;37.712;212.092;83.928;59.418;69.557;-26.076;293.530
09b03Wb;Unique;144;Ang;17.371;-0.663;50.114;120.108;72.511;152.819;155.509;-10.595;295.067
09b09Ea;Unique;145;Dis;13.435;-0.588;40.680;122.447;77.645;115.554;90.143;-24.236;250.322
09b09Ea;Unique;145;Dis;13.435;-0.588;40.680;122.447;77.645;115.554;90.143;-24.236;250.322
09b09Nd;Unique;146;Neu;7.174;-0.172;29.433;261.489;78.175;93.397;91.692;-25.941;218.935
09b09Nd;Unique;146;Neu;7.174;-0.172;29.433;261.489;78.175;93.397;91.692;-25.941;218.935
09b09Wa;Unique;147;Ang;15.319;-1.287;44.423;141.021;75.724;163.754;152.070;-14.945;280.430
09b10Aa;Unique;148;Fea;17.019;-0.246;54.729;300.441;80.647;93.599;86.775;-25.166;205.182
09b10Aa;Unique;148;Fea;17.019;-0.246;54.729;300.441;80.647;93.599;86.775;-25.166;205.182
09b10Nd;Unique;149;Neu;8.521;-0.198;21.710;237.067;76.415;92.396;73.307;-27.148;240.153
09b10Nd;Unique;149;Neu;8.521;-0.198;21.710;237.067;76.415;92.396;73.307;-27.148;240.153
09b10Wa;Unique;150;Ang;18.620;-1.141;62.125;122.075;72.949;163.895;156.776;-14.455;277.134
10a01Ac;Unique;151;Fea;6.212;-1.241;73.458;88.330;67.519;74.712;67.246;-19.003;173.145
10a01Ac;Unique;151;Fea;6.212;-1.241;73.458;88.330;67.519;74.712;67.246;-19.003;173.145
10a01Nb;Unique;152;Neu;-0.383;-1.739;52.853;56.453;80.074;82.223;92.051;-25.959;310.297
10a01Nb;Unique;152;Neu;-0.383;-1.739;52.853;56.453;80.074;82.223;92.051;-25.959;310.297
10a01Wa;Unique;153;Ang;9.549;0.131;34.610;142.732;68.297;99.238;75.107;-12.464;215.794
10a02Ab;Unique;154;Fea;9.436;-0.012;70.206;215.601;78.065;162.704;187.635;-22.186;255.808
10a02Ab;Unique;154;Fea;9.436;-0.012;70.206;215.601;78.065;162.704;187.635;-22.186;255.808
10a02Fa;Unique;155;Hap;15.945;0.056;59.743;113.966;75.902;185.516;189.568;-16.075;201.331
10a02Fa;Unique;155;Hap;15.945;0.056;59.743;113.966;75.902;185.516;189.568;-16.075;201.331
10a02Lb;Unique;156;Bor;3.259;-1.110;39.841;155.268;80.626;89.900;84.120;-23.101;177.303
10a02Lb;Unique;156;Bor;3.259;-1.110;39.841;155.268;80.626;89.900;84.120;-23.101;177.303
10a02Na;Unique;157;Neu;4.633;-0.384;45.797;29.709;80.310;117.721;98.416;-22.260;203.003
10a02Na;Unique;157;Neu;4.633;-0.384;45.797;29.709;80.310;117.721;98.416;-22.260;203.003
10a02Wa;Unique;158;Ang;8.945;-0.110;46.626;29.424;72.492;77.388;65.172;-14.952;186.089
10a04Fd;Unique;159;Hap;13.476;-0.037;62.615;128.216;75.180;159.769;147.514;-16.671;220.999
10a04Fd;Unique;159;Hap;13.476;-0.037;62.615;128.216;75.180;159.769;147.514;-16.671;220.999
10a04Nb;Unique;160;Neu;-0.045;-2.284;45.930;62.974;77.561;58.897;56.084;-22.850;266.189
10a04Nb;Unique;160;Neu;-0.045;-2.284;45.930;62.974;77.561;58.897;56.084;-22.850;266.189
10a04Wa;Unique;161;Ang;10.033;-0.600;47.186;64.811;73.207;106.353;101.490;-17.566;289.094
10a04Wb;Unique;162;Ang;14.372;-1.698;47.811;259.622;75.003;89.559;122.535;-9.348;275.778
10a05Aa;Unique;163;Fea;11.998;0.004;67.452;317.117;77.160;186.579;186.239;-21.884;346.161
10a05Aa;Unique;163;Fea;11.998;0.004;67.452;317.117;77.160;186.579;186.239;-21.884;346.161
10a05Ld;Unique;164;Bor;0.675;-0.425;39.608;32.833;75.675;110.356;96.291;-26.173;245.878
10a05Ld;Unique;164;Bor;0.675;-0.425;39.608;32.833;75.675;110.356;96.291;-26.173;245.878
10a05Tb;Unique;165;Sad;-1.877;-0.426;121.501;224.525;81.755;81.506;87.688;-29.888;414.315
10a05Tb;Unique;165;Sad;-1.877;-0.426;121.501;224.525;81.755;81.506;87.688;-29.888;414.315
10a05Wb;Unique;166;Ang;13.417;0.788;67.557;315.010;67.923;141.620;144.545;-20.070;320.883
10a07Aa;Unique;167;Fea;9.193;-0.401;57.379;326.987;76.280;141.491;127.908;-21.303;288.753
10a07Aa;Unique;167;Fea;9.193;-0.401;57.379;326.987;76.280;141.491;127.908;-21.303;288.753
10a07Ad;Unique;168;Fea;6.271;-0.919;58.776;140.708;75.047;147.833;134.529;-22.549;273.223
10a07Ad;Unique;168;Fea;6.271;-0.919;58.776;140.708;75.047;147.833;134.529;-22.549;273.223
10a07La;Unique;169;Bor;1.480;-0.928;37.346;170.289;78.820;79.874;75.772;-25.504;273.543
10a07La;Unique;169;Bor;1.480;-0.928;37.346;170.289;78.820;79.874;75.772;-25.504;273.543
10a07Ta;Unique;170;Sad;-1.048;-1.668;69.260;131.939;79.307;94.996;79.677;-29.612;451.043
10a07Ta;Unique;170;Sad;-1.048;-1.668;69.260;131.939;79.307;94.996;79.677;-29.612;451.043
10a07Wb;Unique;171;Ang;9.567;0.178;62.382;88.782;61.919;58.124;72.975;-20.396;185.406
10b01Aa;Unique;172;Fea;12.938;-1.077;55.592;172.781;78.515;127.844;123.289;-22.017;259.104
10b01Aa;Unique;172;Fea;12.938;-1.077;55.592;172.781;78.515;127.844;123.289;-22.017;259.104
10b01Ea;Unique;173;Dis;5.999;-2.271;63.008;74.164;74.958;165.128;149.868;-18.822;302.537
10b01Ea;Unique;173;Dis;5.999;-2.271;63.008;74.164;74.958;165.128;149.868;-18.822;302.537
10b01Fa;Unique;174;Hap;8.279;-1.787;55.373;167.800;76.829;184.861;164.525;-20.534;285.725
10b01Fa;Unique;174;Hap;8.279;-1.787;55.373;167.800;76.829;184.861;164.525;-20.534;285.725
10b01Lb;Unique;175;Bor;1.455;-1.519;42.585;36.943;78.043;94.385;80.583;-25.429;206.350
10b01Lb;Unique;175;Bor;1.455;-1.519;42.585;36.943;78.043;94.385;80.583;-25.429;206.350
10b02Aa;Unique;176;Fea;8.430;-0.633;59.335;315.026;78.196;132.008;117.743;-21.983;270.858
10b02Aa;Unique;176;Fea;8.430;-0.633;59.335;315.026;78.196;132.008;117.743;-21.983;270.858
10b02La;Unique;177;Bor;0.002;-0.795;27.028;22.043;80.600;70.057;59.684;-23.669;169.139
10b02La;Unique;177;Bor;0.002;-0.795;27.028;22.043;80.600;70.057;59.684;-23.669;169.139
10b02Na;Unique;178;Neu;0.881;-0.657;47.098;41.554;79.970;116.526;101.868;-22.196;201.015
10b02Na;Unique;178;Neu;0.881;-0.657;47.098;41.554;79.970;116.526;101.868;-22.196;201.015
10b02Wb;Unique;179;Ang;10.210;-0.279;57.846;196.570;66.141;145.104;133.068;-15.020;246.712
10b03La;Unique;180;Bor;1.775;-0.394;36.115;30.522;77.674;96.415;70.491;-20.210;183.099
10b03La;Unique;180;Bor;1.775;-0.394;36.115;30.522;77.674;96.415;70.491;-20.210;183.099
10b03Tb;Unique;181;Sad;-2.006;-0.849;73.200;144.900;79.430;91.816;102.787;-26.404;359.998
10b03Tb;Unique;181;Sad;-2.006;-0.849;73.200;144.900;79.430;91.816;102.787;-26.404;359.998
10b03Wb;Unique;182;Ang;11.280;-0.826;38.011;114.616;70.502;107.428;119.868;-12.375;264.468
10b09Ad;Unique;183;Fea;2.152;-0.831;53.755;53.328;75.590;128.174;118.901;-23.515;282.112
10b09Ad;Unique;183;Fea;2.152;-0.831;53.755;53.328;75.590;128.174;118.901;-23.515;282.112
10b09Lb;Unique;184;Bor;0.814;-0.417;30.480;29.813;78.839;84.941;68.079;-24.425;184.632
10b09Lb;Unique;184;Bor;0.814;-0.417;30.480;29.813;78.839;84.941;68.079;-24.425;184.632
10b09Wb;Unique;185;Ang;12.755;0.769;57.731;191.954;67.099;119.314;133.824;-16.210;207.423
10b10Fc;Unique;186;Hap;11.672;-1.530;62.432;149.271;75.032;148.737;142.499;-16.543;246.459
10b10Fc;Unique;186;Hap;11.672;-1.530;62.432;149.271;75.032;148.737;142.499;-16.543;246.459
10b10Lc;Unique;187;Bor;-1.165;-1.125;35.651;29.506;79.148;82.253;78.481;-24.330;176.730
10b10Lc;Unique;187;Bor;-1.165;-1.125;35.651;29.506;79.148;82.253;78.481;-24.330;176.730
10b10Wa;Unique;188;Ang;12.725;-1.098;32.198;80.485;67.304;131.384;138.127;-13.274;183.772
11a01Aa;Unique;189;Fea;3.667;-1.235;47.087;49.926;79.033;123.435;136.181;-21.887;329.383
11a01Aa;Unique;189;Fea;3.667;-1.235;47.087;49.926;79.033;123.435;136.181;-21.887;329.383
11a01Ab;Unique;190;Fea;3.687;0.444;47.865;54.096;78.263;81.506;84.041;-21.355;285.001
11a01Ab;Unique;190;Fea;3.687;0.444;47.865;54.096;78.263;81.506;84.041;-21.355;285.001
11a01Ld;Unique;191;Bor;2.859;-1.615;45.351;38.621;79.907;81.370;64.296;-27.012;293.707
11a01Ld;Unique;191;Bor;2.859;-1.615;45.351;38.621;79.907;81.370;64.296;-27.012;293.707
11a01Nd;Unique;192;Neu;1.288;-0.855;41.157;41.337;75.894;92.352;95.610;-23.669;301.721
11a01Nd;Unique;192;Neu;1.288;-0.855;41.157;41.337;75.894;92.352;95.610;-23.669;301.721
11a01Wc;Unique;193;Ang;13.218;-3.316;69.837;110.712;70.366;183.305;172.416;-14.071;282.726
11a02Ec;Unique;194;Dis;7.185;0.108;42.275;133.092;78.984;115.513;103.913;-24.474;264.329
11a02Ec;Unique;194;Dis;7.185;0.108;42.275;133.092;78.984;115.513;103.913;-24.474;264.329
11a02Fb;Unique;195;Hap;11.366;-1.506;60.591;123.414;71.816;140.737;133.226;-22.209;255.351
11a02Fb;Unique;195;Hap;11.366;-1.506;60.591;123.414;71.816;140.737;133.226;-22.209;255.351
11a02Ld;Unique;196;Bor;2.306;-1.713;26.841;21.146;80.195;72.996;57.990;-28.200;204.747
11a02Ld;Unique;196;Bor;2.306;-1.713;26.841;21.146;80.195;72.996;57.990;-28.200;204.747
11a02Nc;Unique;197;Neu;1.147;-0.966;36.107;48.029;72.398;110.702;82.915;-28.879;293.218
11a02Nc;Unique;197;Neu;1.147;-0.966;36.107;48.029;72.398;110.702;82.915;-28.879;293.218
11a02Tc;Unique;198;Sad;0.153;-0.722;32.283;39.123;77.814;64.274;63.780;-33.007;352.210
11a02Tc;Unique;198;Sad;0.153;-0.722;32.283;39.123;77.814;64.274;63.780;-33.007;352.210
11a02Wc;Unique;199;Ang;14.944;-1.535;56.980;282.918;69.169;80.540;93.042;-14.310;173.953
11a04Ac;Unique;200;Fea;7.230;-1.901;50.707;193.197;72.203;119.620;107.245;-21.580;318.527
11a04Ac;Unique;200;Fea;7.230;-1.901;50.707;193.197;72.203;119.620;107.245;-21.580;318.527
11a04Fd;Unique;201;Hap;9.499;-1.533;48.337;349.065;69.521;99.821;137.961;-19.270;282.432
11a04Fd;Unique;201;Hap;9.499;-1.533;48.337;349.065;69.521;99.821;137.961;-19.270;282.432
11a04Nd;Unique;202;Neu;0.423;-1.766;33.943;32.134;75.430;104.356;86.989;-29.680;304.617
11a04Nd;Unique;202;Neu;0.423;-1.766;33.943;32.134;75.430;104.356;86.989;-29.680;304.617
11a04Wc;Unique;203;Ang;15.315;-2.008;67.360;192.323;75.817;126.078;114.943;-10.929;196.238
11a05Ad;Unique;204;Fea;10.288;-1.830;53.585;247.284;77.562;120.712;128.502;-21.048;306.405
11a05Ad;Unique;204;Fea;10.288;-1.830;53.585;247.284;77.562;120.712;128.502;-21.048;306.405
11a05Fb;Unique;205;Hap;12.482;-1.067;72.852;377.753;73.515;179.267;188.828;-20.365;309.984
11a05Fb;Unique;205;Hap;12.482;-1.067;72.852;377.753;73.515;179.267;188.828;-20.365;309.984
11a05Fc;Unique;206;Hap;14.904;-0.330;72.550;327.202;72.968;162.642;179.514;-18.503;339.092
11a05Fc;Unique;206;Hap;14.904;-0.330;72.550;327.202;72.968;162.642;179.514;-18.503;339.092
11a05Lc;Unique;207;Bor;1.564;-0.957;39.887;56.730;79.371;75.928;72.446;-28.211;296.762
11a05Lc;Unique;207;Bor;1.564;-0.957;39.887;56.730;79.371;75.928;72.446;-28.211;296.762
11a05Na;Unique;208;Neu;1.010;-0.621;36.781;47.725;78.578;111.913;105.703;-29.611;331.020
11a05Na;Unique;208;Neu;1.010;-0.621;36.781;47.725;78.578;111.913;105.703;-29.611;331.020
11a05Td;Unique;209;Sad;0.505;-1.823;46.651;54.607;75.563;94.378;85.895;-32.666;336.001
11a05Td;Unique;209;Sad;0.505;-1.823;46.651;54.607;75.563;94.378;85.895;-32.666;336.001
11a05Wd;Unique;210;Ang;8.756;-0.106;50.651;341.379;73.860;138.740;153.567;-20.285;258.764
11a07Ac;Unique;211;Fea;10.637;-2.124;52.189;186.478;74.691;172.881;136.619;-19.883;302.535
11a07Ac;Unique;211;Fea;10.637;-2.124;52.189;186.478;74.691;172.881;136.619;-19.883;302.535
11a07Ld;Unique;212;Bor;4.830;-1.291;39.133;48.007;77.098;76.869;72.790;-30.219;203.630
11a07Ld;Unique;212;Bor;4.830;-1.291;39.133;48.007;77.098;76.869;72.790;-30.219;203.630
11a07Ta;Unique;213;Sad;0.378;-1.636;41.807;63.260;80.413;66.155;65.011;-33.581;303.277
11a07Ta;Unique;213;Sad;0.378;-1.636;41.807;63.260;80.413;66.155;65.011;-33.581;303.277
11a07Wc;Unique;214;Ang;17.769;-2.069;46.465;29.745;74.314;140.594;131.813;-12.368;227.887
11b01Ab;Unique;215;Fea;5.783;-1.288;66.929;67.244;75.023;170.743;159.799;-21.709;324.182
11b01Ab;Unique;215;Fea;5.783;-1.288;66.929;67.244;75.023;170.743;159.799;-21.709;324.182
11b01Eb;Unique;216;Dis;5.998;-2.203;50.319;136.711;75.543;117.093;100.125;-23.825;277.462
11b01Eb;Unique;216;Dis;5.998;-2.203;50.319;136.711;75.543;117.093;100.125;-23.825;277.462
11b01Fc;Unique;217;Hap;9.561;-2.735;82.165;216.009;72.451;122.377;99.897;-23.516;304.778
11b01Fc;Unique;217;Hap;9.561;-2.735;82.165;216.009;72.451;122.377;99.897;-23.516;304.778
11b01Lb;Unique;218;Bor;2.899;-2.748;41.625;67.163;79.957;102.426;93.705;-26.473;278.574
11b01Lb;Unique;218;Bor;2.899;-2.748;41.625;67.163;79.957;102.426;93.705;-26.473;278.574
11b01Nc;Unique;219;Neu;2.434;-1.900;42.371;45.894;78.530;134.265;124.227;-30.127;266.109
11b01Nc;Unique;219;Neu;2.434;-1.900;42.371;45.894;78.530;134.265;124.227;-30.127;266.109
11b01Wd;Unique;220;Ang;13.009;-2.188;67.445;118.175;72.902;152.700;151.924;-15.131;313.641
11b02Ab;Unique;221;Fea;6.633;-0.337;64.905;159.707;76.035;166.413;129.130;-22.092;267.475
11b02Ab;Unique;221;Fea;6.633;-0.337;64.905;159.707;76.035;166.413;129.130;-22.092;267.475
11b02Fd;Unique;222;Hap;8.477;-0.166;56.329;162.813;75.833;178.469;166.800;-18.954;311.499
11b02Fd;Unique;222;Hap;8.477;-0.166;56.329;162.813;75.833;178.469;166.800;-18.954;311.499
11b02Na;Unique;223;Neu;1.450;-0.459;45.098;40.145;73.452;142.867;122.228;-23.072;255.307
11b02Na;Unique;223;Neu;1.450;-0.459;45.098;40.145;73.452;142.867;122.228;-23.072;255.307
11b02Td;Unique;224;Sad;0.268;-0.717;29.057;31.417;76.962;84.736;67.862;-28.649;293.485
11b02Td;Unique;224;Sad;0.268;-0.717;29.057;31.417;76.962;84.736;67.862;-28.649;293.485
11b02Wb;Unique;225;Ang;11.097;0.554;55.966;192.350;74.444;150.944;136.977;-15.075;276.793
11b03Fc;Unique;226;Hap;10.485;-1.216;60.422;113.146;74.026;142.668;152.723;-21.272;401.494
11b03Fc;Unique;226;Hap;10.485;-1.216;60.422;113.146;74.026;142.668;152.723;-21.272;401.494
11b03Lc;Unique;227;Bor;1.592;-1.090;32.605;40.257;75.205;93.392;72.653;-26.534;312.747
11b03Lc;Unique;227;Bor;1.592;-1.090;32.605;40.257;75.205;93.392;72.653;-26.534;312.747
11b03Nb;Unique;228;Neu;1.084;-0.685;41.214;46.888;72.923;125.863;108.804;-23.117;367.992
11b03Nb;Unique;228;Neu;1.084;-0.685;41.214;46.888;72.923;125.863;108.804;-23.117;367.992
11b03Td;Unique;229;Sad;1.303;-1.278;33.958;45.032;76.397;83.791;77.848;-28.771;349.826
11b03Td;Unique;229;Sad;1.303;-1.278;33.958;45.032;76.397;83.791;77.848;-28.771;349.826
11b03Wa;Unique;230;Ang;7.584;-0.915;60.228;197.729;68.289;119.229;135.807;-18.303;330.365
11b03Wb;Unique;231;Ang;12.899;-1.036;57.167;153.312;72.210;140.440;136.852;-14.268;310.752
11b09Ad;Unique;232;Fea;6.192;-1.967;47.054;40.738;74.842;124.502;106.367;-24.086;304.351
11b09Ad;Unique;232;Fea;6.192;-1.967;47.054;40.738;74.842;124.502;106.367;-24.086;304.351
11b09Fd;Unique;233;Hap;6.431;-1.580;59.412;153.700;72.282;153.394;128.425;-20.026;244.821
11b09Fd;Unique;233;Hap;6.431;-1.580;59.412;153.700;72.282;153.394;128.425;-20.026;244.821
11b09Ld;Unique;234;Bor;1.387;-1.230;34.687;35.215;78.066;81.457;69.330;-28.596;223.710
11b09Ld;Unique;234;Bor;1.387;-1.230;34.687;35.215;78.066;81.457;69.330;-28.596;223.710
11b09Na;Unique;235;Neu;2.179;-1.269;51.449;48.103;78.745;113.698;106.688;-22.134;305.668
11b09Na;Unique;235;Neu;2.179;-1.269;51.449;48.103;78.745;113.698;106.688;-22.134;305.668
11b09Td;Unique;236;Sad;0.408;-1.405;35.219;40.495;78.842;90.109;89.722;-31.043;339.275
11b09Td;Unique;236;Sad;0.408;-1.405;35.219;40.495;78.842;90.109;89.722;-31.043;339.275
11b09Wa;Unique;237;Ang;11.933;-0.763;57.671;160.165;73.853;122.887;118.804;-14.219;223.129
11b10Ad;Unique;238;Fea;2.758;-1.597;57.024;163.313;77.975;89.760;82.719;-25.301;289.846
11b10Ad;Unique;238;Fea;2.758;-1.597;57.024;163.313;77.975;89.760;82.719;-25.301;289.846
11b10Ae;Unique;239;Fea;3.983;-1.397;45.551;35.776;77.207;98.778;71.816;-25.261;280.243
11b10Ae;Unique;239;Fea;3.983;-1.397;45.551;35.776;77.207;98.778;71.816;-25.261;280.243
11b10Ld;Unique;240;Bor;-0.344;-0.558;28.753;30.423;78.913;80.223;56.255;-29.155;288.040
11b10Ld;Unique;240;Bor;-0.344;-0.558;28.753;30.423;78.913;80.223;56.255;-29.155;288.040
11b10Nc;Unique;241;Neu;1.435;-0.808;33.611;34.243;76.667;105.763;89.170;-26.176;351.310
11b10Nc;Unique;241;Neu;1.435;-0.808;33.611;34.243;76.667;105.763;89.170;-26.176;351.310
11b10Td;Unique;242;Sad;0.201;-0.659;27.241;33.497;79.226;66.157;57.334;-28.152;327.212
11b10Td;Unique;242;Sad;0.201;-0.659;27.241;33.497;79.226;66.157;57.334;-28.152;327.212
11b10Wa;Unique;243;Ang;11.451;-0.759;65.703;316.606;69.570;155.533;141.745;-13.944;262.150
12a01Fb;Unique;244;Hap;6.247;-0.891;44.273;194.842;70.522;154.468;154.666;-16.286;264.297
12a01Fb;Unique;244;Hap;6.247;-0.891;44.273;194.842;70.522;154.468;154.666;-16.286;264.297
12a01Lb;Unique;245;Bor;5.972;-0.039;36.691;60.322;81.277;86.325;84.452;-19.723;194.928
12a01Lb;Unique;245;Bor;5.972;-0.039;36.691;60.322;81.277;86.325;84.452;-19.723;194.928
12a01Nb;Unique;246;Neu;5.564;-0.913;36.197;30.166;76.039;112.407;88.936;-14.420;164.346
12a01Nb;Unique;246;Neu;5.564;-0.913;36.197;30.166;76.039;112.407;88.936;-14.420;164.346
12a01Wc;Unique;247;Ang;10.238;0.515;36.532;324.804;70.259;100.971;105.577;-11.589;164.213
12a02Ac;Unique;248;Fea;10.350;-0.281;71.895;241.552;80.022;112.141;120.583;-17.419;303.697
12a02Ac;Unique;248;Fea;10.350;-0.281;71.895;241.552;80.022;112.141;120.583;-17.419;303.697
12a02Ec;Unique;249;Dis;2.017;0.503;44.058;220.233;73.540;86.734;89.844;-22.654;274.878
12a02Ec;Unique;249;Dis;2.017;0.503;44.058;220.233;73.540;86.734;89.844;-22.654;274.878
12a02Nb;Unique;250;Neu;5.470;-0.190;29.137;23.941;80.299;112.776;100.713;-16.271;145.146
12a02Nb;Unique;250;Neu;5.470;-0.190;29.137;23.941;80.299;112.776;100.713;-16.271;145.146
12a02Wa;Unique;251;Ang;14.299;0.715;61.993;79.711;76.630;221.282;214.065;-11.786;228.316
12a02Wc;Unique;252;Ang;10.142;-0.562;42.469;172.497;76.727;139.097;128.034;-9.095;197.091
12a04Wc;Unique;253;Ang;13.413;-1.159;49.695;113.486;76.001;128.807;161.700;-10.680;317.385
12a05Ab;Unique;254;Fea;8.011;-0.947;67.364;580.584;75.395;141.789;176.355;-19.483;327.298
12a05Ab;Unique;254;Fea;8.011;-0.947;67.364;580.584;75.395;141.789;176.355;-19.483;327.298
12a05Lb;Unique;255;Bor;5.615;-0.467;30.877;84.852;74.649;102.239;80.968;-21.058;196.855
12a05Lb;Unique;255;Bor;5.615;-0.467;30.877;84.852;74.649;102.239;80.968;-21.058;196.855
12a05Nd;Unique;256;Neu;6.677;-0.193;41.847;204.343;74.539;114.832;95.430;-21.398;222.300
12a05Nd;Unique;256;Neu;6.677;-0.193;41.847;204.343;74.539;114.832;95.430;-21.398;222.300
12a05Ta;Unique;257;Sad;1.873;-1.043;42.587;55.781;77.691;88.820;70.242;-25.262;252.402
12a05Ta;Unique;257;Sad;1.873;-1.043;42.587;55.781;77.691;88.820;70.242;-25.262;252.402
12a05Wb;Unique;258;Ang;14.573;-0.328;66.110;278.911;75.032;153.385;176.382;-10.427;322.098
12a07Ac;Unique;259;Fea;6.484;-3.214;46.663;174.364;73.669;160.430;140.909;-21.437;265.590
12a07Ac;Unique;259;Fea;6.484;-3.214;46.663;174.364;73.669;160.430;140.909;-21.437;265.590
12a07La;Unique;260;Bor;7.445;-0.488;36.272;176.543;79.097;104.184;74.249;-19.558;159.796
12a07La;Unique;260;Bor;7.445;-0.488;36.272;176.543;79.097;104.184;74.249;-19.558;159.796
12a07Wa;Unique;261;Ang;9.309;-0.286;36.829;213.091;78.062;108.247;106.818;-15.488;200.837
12b01Ta;Unique;262;Sad;1.373;-0.448;46.772;69.903;79.734;74.088;66.456;-28.423;261.675
12b01Ta;Unique;262;Sad;1.373;-0.448;46.772;69.903;79.734;74.088;66.456;-28.423;261.675
12b01Wa;Unique;263;Ang;9.999;-2.385;56.974;227.437;71.252;168.733;170.642;-14.114;306.501
12b02Ad;Unique;264;Fea;5.616;-1.284;46.220;45.971;76.281;189.472;132.012;-20.211;316.460
12b02Ad;Unique;264;Fea;5.616;-1.284;46.220;45.971;76.281;189.472;132.012;-20.211;316.460
12b02Ea;Unique;265;Dis;8.490;0.142;56.701;212.401;74.305;130.131;100.381;-18.560;272.175
12b02Ea;Unique;265;Dis;8.490;0.142;56.701;212.401;74.305;130.131;100.381;-18.560;272.175
12b02Fb;Unique;266;Hap;6.788;0.145;45.310;180.685;73.475;133.344;135.074;-18.974;295.563
12b02Fb;Unique;266;Hap;6.788;0.145;45.310;180.685;73.475;133.344;135.074;-18.974;295.563
12b02Na;Unique;267;Neu;6.355;0.170;36.299;172.684;73.222;133.427;117.716;-18.604;200.099
12b02Na;Unique;267;Neu;6.355;0.170;36.299;172.684;73.222;133.427;117.716;-18.604;200.099
12b02Wa;Unique;268;Ang;11.725;0.034;47.883;131.656;72.816;131.967;125.828;-12.883;259.383
12b02Wb;Unique;269;Ang;17.338;-0.044;58.616;235.505;74.762;174.348;192.342;-9.539;353.482
12b02Wd;Unique;270;Ang;12.200;0.219;51.186;220.719;71.855;142.294;147.820;-16.646;297.147
12b03La;Unique;271;Bor;6.919;-0.782;30.596;76.099;76.186;109.950;100.618;-18.271;209.184
12b03La;Unique;271;Bor;6.919;-0.782;30.596;76.099;76.186;109.950;100.618;-18.271;209.184
